    ,number_of_cities,index_of_sample,x_min,x_avg               ,x_stdev           ,x_median,x_q1   ,x_q3   ,x_max,y_min,y_avg               ,y_stdev           ,y_median,y_q1   ,y_q3   ,y_max
625 ,10              ,26             ,-653 ,37.6                ,470.71132932568725,11.5    ,-171.5 ,231.25 ,922  ,-877 ,-111.2              ,555.8988317231033 ,-247.0  ,-453.75,-14.75 ,947
626 ,10              ,27             ,-844 ,314.6               ,617.7628455429585 ,566.0   ,-189.75,780.75 ,982  ,-886 ,61.2                ,523.4396494980741 ,126.5   ,-255.0 ,269.25 ,998
627 ,10              ,28             ,-928 ,106.3               ,505.149713781304  ,167.0   ,-29.25 ,495.5  ,665  ,-882 ,-120.0              ,593.443061014843  ,-164.0  ,-652.25,234.5  ,893
628 ,10              ,29             ,-279 ,294.6               ,401.1240318017469 ,278.0   ,20.0   ,559.25 ,933  ,-639 ,-10.1               ,406.35902297790255,-62.0   ,-274.0 ,274.5  ,685
629 ,10              ,30             ,-850 ,-62.8               ,777.623987970193  ,-118.0  ,-814.5 ,706.25 ,999  ,-935 ,-144.8              ,734.566054816644  ,-426.5  ,-698.5 ,504.75 ,983
630 ,10              ,31             ,-889 ,-12.6               ,670.8730961300439 ,-87.5   ,-509.5 ,464.5  ,974  ,-925 ,31.5                ,533.1187589187901 ,83.5    ,-289.0 ,481.0  ,740
631 ,10              ,32             ,-821 ,-170.7              ,719.5277849627026 ,-585.5  ,-700.5 ,536.25 ,917  ,-737 ,89.3                ,558.0071783688012 ,118.5   ,-253.25,546.75 ,836
632 ,10              ,33             ,-973 ,-316.6              ,472.12267708956983,-308.5  ,-722.0 ,135.0  ,254  ,-854 ,-77.3               ,527.9812812338457 ,-141.0  ,-348.25,252.0  ,937
633 ,10              ,34             ,-966 ,70.1                ,652.482686019756  ,-39.5   ,-316.0 ,582.0  ,966  ,-884 ,41.1                ,499.1208827083431 ,39.0    ,-111.0 ,428.75 ,627
634 ,10              ,35             ,-955 ,-63.5               ,605.7201865915024 ,-64.0   ,-376.25,383.0  ,866  ,-346 ,196.4               ,489.72377701902303,9.0     ,-219.25,659.0  ,930
635 ,10              ,36             ,-624 ,27.6                ,425.42924728378097,-12.0   ,-263.75,379.75 ,609  ,-423 ,232.0               ,393.98420724129994,223.0   ,5.0    ,595.0  ,725
636 ,10              ,37             ,-903 ,66.5                ,611.542176250611  ,171.5   ,-417.0 ,416.75 ,967  ,-956 ,-185.0              ,625.7823547812415 ,-385.5  ,-588.0 ,180.0  ,993
637 ,10              ,38             ,-928 ,-169.8              ,539.0449991523075 ,-104.0  ,-587.0 ,84.75  ,835  ,-791 ,192.0               ,485.28937529867454,308.5   ,-9.0   ,513.25 ,828
638 ,10              ,39             ,-659 ,-59.0               ,336.35232850225503,1.0     ,-219.5 ,169.75 ,439  ,-932 ,68.6                ,538.1233233294308 ,107.5   ,-54.0  ,440.75 ,846
639 ,10              ,40             ,-646 ,91.6                ,536.1679256020864 ,157.5   ,-374.5 ,415.5  ,817  ,-962 ,-63.0               ,580.7355489185915 ,77.5    ,-470.25,308.0  ,724
640 ,10              ,41             ,-815 ,-153.6              ,432.7953583649231 ,-140.0  ,-381.5 ,-19.25 ,747  ,-559 ,0.3                 ,462.8117087734252 ,-23.0   ,-410.25,322.5  ,845
641 ,10              ,42             ,-645 ,27.4                ,572.1940618745047 ,56.5    ,-486.75,244.75 ,924  ,-883 ,182.9               ,544.059524929641  ,248.0   ,33.0   ,482.25 ,904
642 ,10              ,43             ,-908 ,-103.1              ,490.40741565899407,6.0     ,-492.75,175.75 ,653  ,-833 ,98.8                ,515.6335477405979 ,33.5    ,-49.5  ,334.0  ,852
643 ,10              ,44             ,-387 ,140.5               ,397.38737048655963,19.0    ,-91.0  ,222.75 ,924  ,-541 ,236.5               ,494.65459329381207,237.0   ,-149.25,621.75 ,973
644 ,10              ,45             ,-568 ,-39.0               ,439.0917393387805 ,-19.0   ,-403.75,180.25 ,845  ,-871 ,-31.6               ,492.7000890783132 ,-28.0   ,-301.75,164.25 ,827
645 ,10              ,46             ,-615 ,21.8                ,508.7279997973158 ,40.5    ,-482.5 ,456.25 ,731  ,-974 ,-242.6              ,583.7008746876357 ,-430.5  ,-626.75,198.0  ,613
646 ,10              ,47             ,-818 ,33.0                ,553.0436992981055 ,61.0    ,-219.75,309.5  ,876  ,-778 ,-14.9               ,612.0077069231509 ,-61.5   ,-459.25,536.25 ,887
647 ,10              ,48             ,-900 ,-122.4              ,540.4679453954692 ,-1.0    ,-506.25,231.25 ,738  ,-996 ,183.4               ,647.5029300663005 ,342.0   ,-297.0 ,751.0  ,847
648 ,10              ,49             ,-947 ,-11.5               ,590.6887223120708 ,-32.5   ,-479.75,420.0  ,828  ,-934 ,135.9               ,628.7706612465665 ,28.0    ,-172.0 ,704.5  ,941
649 ,10              ,50             ,-921 ,-209.5              ,674.5879812481427 ,-355.0  ,-791.0 ,317.25 ,952  ,-783 ,-100.9              ,559.5989536166851 ,-156.0  ,-565.75,237.25 ,848
650 ,10              ,51             ,-971 ,54.2                ,550.9700132997763 ,172.0   ,-39.75 ,310.5  ,997  ,-352 ,201.3               ,397.57069252594005,157.5   ,-5.25  ,402.25 ,798
651 ,10              ,52             ,-939 ,-144.1              ,720.2585106905867 ,-211.5  ,-815.0 ,242.5  ,973  ,-736 ,42.4                ,359.6480378246364 ,13.0    ,-55.0  ,197.5  ,640
652 ,10              ,53             ,-972 ,-193.8              ,566.0027090630102 ,-284.5  ,-606.5 ,63.75  ,853  ,-891 ,-4.6                ,528.6574610379685 ,226.0   ,-421.5 ,343.5  ,655
653 ,10              ,54             ,-944 ,-11.0               ,582.2584382290125 ,-9.5    ,-445.5 ,427.25 ,776  ,-998 ,228.5               ,529.6164754906243 ,380.5   ,55.5   ,443.0  ,907
654 ,10              ,55             ,-848 ,-110.9              ,655.4346225554799 ,-187.5  ,-684.75,485.25 ,874  ,-935 ,-176.6              ,347.3084444057696 ,-96.5   ,-256.75,55.5   ,202
655 ,10              ,56             ,-903 ,49.5                ,514.9710347841582 ,122.5   ,-331.5 ,517.75 ,601  ,-637 ,167.9               ,468.14965555898897,66.0    ,-98.25 ,554.0  ,897
656 ,10              ,57             ,-991 ,138.7               ,630.9238464347342 ,389.0   ,-177.75,506.0  ,950  ,-998 ,-161.7              ,625.8329649355329 ,-52.5   ,-706.0 ,201.75 ,931
657 ,10              ,58             ,-758 ,221.3               ,614.5838790958028 ,86.0    ,-92.75 ,805.5  ,984  ,-807 ,15.3                ,615.5030553223202 ,-87.0   ,-423.25,571.75 ,889
658 ,10              ,59             ,-829 ,47.5                ,546.5016519239036 ,36.0    ,-373.0 ,447.25 ,828  ,-290 ,242.5               ,282.3855717119965 ,275.0   ,44.75  ,424.25 ,658
659 ,10              ,60             ,-954 ,-132.2              ,586.5025906923931 ,-95.0   ,-612.5 ,26.0   ,900  ,-883 ,-17.7               ,486.7401885103706 ,-33.5   ,-96.75 ,271.75 ,788
660 ,10              ,61             ,-647 ,439.7               ,492.3756583025697 ,551.0   ,251.75 ,775.25 ,981  ,-967 ,-64.2               ,563.2932530120426 ,-62.0   ,-475.75,472.25 ,631
661 ,10              ,62             ,-968 ,-226.6              ,518.3071161644095 ,-200.0  ,-571.25,174.75 ,411  ,-857 ,-28.8               ,636.574478491454  ,53.5    ,-601.75,240.75 ,919
662 ,10              ,63             ,-862 ,71.5                ,580.7178029530925 ,7.5     ,-150.75,500.5  ,995  ,-847 ,72.0                ,709.668310629065  ,180.0   ,-635.25,715.0  ,948
663 ,10              ,64             ,-991 ,-118.8              ,647.5811060314289 ,-292.0  ,-484.75,452.25 ,860  ,-953 ,12.6                ,554.8289426080398 ,142.5   ,-421.5 ,464.5  ,710
664 ,10              ,65             ,-478 ,192.7               ,396.2788159869261 ,124.0   ,17.25  ,323.0  ,899  ,-988 ,62.3                ,547.3637933058983 ,52.5    ,-112.0 ,499.25 ,684
665 ,10              ,66             ,-852 ,13.4                ,502.1461053429679 ,128.0   ,-141.75,262.75 ,615  ,-958 ,-185.9              ,555.7348388495283 ,-111.0  ,-679.75,126.25 ,757
666 ,10              ,67             ,-542 ,47.8                ,448.9386991066325 ,-15.0   ,-252.0 ,260.25 ,992  ,-845 ,146.0               ,644.3315226737794 ,87.0    ,-383.0 ,763.5  ,950
667 ,10              ,68             ,-656 ,383.8               ,631.2533916300525 ,603.5   ,43.25  ,910.25 ,980  ,-434 ,162.7               ,452.5267456798057 ,101.5   ,-205.5 ,576.75 ,787
668 ,10              ,69             ,-987 ,-156.4              ,632.4297413766827 ,-236.0  ,-608.75,392.5  ,780  ,-837 ,36.4                ,426.5539434428742 ,121.0   ,-221.25,329.0  ,604
669 ,10              ,70             ,-773 ,116.2               ,539.536179406802  ,74.5    ,-158.25,537.25 ,849  ,-967 ,2.7                 ,615.7290258980271 ,-72.5   ,-364.0 ,533.0  ,904
670 ,10              ,71             ,-937 ,172.5               ,667.2775950748601 ,362.0   ,-39.75 ,646.25 ,853  ,-804 ,-79.9               ,519.1793631406309 ,-96.5   ,-437.5 ,286.5  ,742
671 ,10              ,72             ,-942 ,-464.6              ,411.3498646056798 ,-599.0  ,-807.5 ,-176.0 ,260  ,-754 ,126.1               ,535.5548420926552 ,17.5    ,-180.75,561.75 ,822
672 ,10              ,73             ,-958 ,18.4                ,644.4224287427205 ,36.0    ,-366.25,537.75 ,981  ,-430 ,251.7               ,494.2916480513638 ,128.5   ,-142.5 ,657.25 ,994
673 ,10              ,74             ,-991 ,-277.1              ,542.7068883538025 ,-213.5  ,-790.0 ,230.0  ,294  ,-976 ,36.8                ,658.8437346341442 ,-57.0   ,-385.0 ,594.25 ,996
674 ,10              ,75             ,-996 ,-308.5              ,518.6939260188892 ,-379.5  ,-699.5 ,-50.0  ,734  ,-901 ,-32.5               ,581.7737723739549 ,83.5    ,-380.75,333.25 ,892
675 ,10              ,76             ,-610 ,254.9               ,501.96689797900683,299.5   ,-14.25 ,628.75 ,877  ,-984 ,-38.4               ,668.936004246877  ,142.0   ,-658.5 ,435.5  ,854
676 ,10              ,77             ,-715 ,15.5                ,558.3663174336758 ,99.0    ,-519.75,547.0  ,681  ,-976 ,-242.9              ,635.6212097013616 ,-365.5  ,-728.25,132.0  ,811
677 ,10              ,78             ,-604 ,-108.3              ,487.77204375268025,-276.0  ,-450.75,70.5   ,806  ,-927 ,-322.2              ,574.3136580108275 ,-589.5  ,-766.75,92.25  ,575
678 ,10              ,79             ,-539 ,-6.9                ,368.4186778954376 ,1.0     ,-257.5 ,220.5  ,589  ,-872 ,-222.6              ,393.9868018094007 ,-46.0   ,-475.0 ,29.25  ,211
679 ,10              ,80             ,-832 ,-30.4               ,728.0201767655741 ,-302.0  ,-609.0 ,737.75 ,915  ,-715 ,-92.5               ,466.8683492758484 ,-36.0   ,-436.25,162.75 ,795
680 ,10              ,81             ,-980 ,-364.2              ,497.5914879586355 ,-394.0  ,-731.75,-93.0  ,612  ,-942 ,31.3                ,571.2423206388763 ,-10.0   ,-328.5 ,458.5  ,820
681 ,10              ,82             ,-664 ,1.0                 ,577.1223633010787 ,-151.0  ,-475.75,339.5  ,962  ,-797 ,-436.0              ,329.7996024524253 ,-528.0  ,-674.25,-269.25,188
682 ,10              ,83             ,-886 ,-220.8              ,524.9261958705348 ,-328.5  ,-603.25,230.25 ,645  ,-979 ,-73.6               ,645.258466731657  ,-200.0  ,-553.75,482.75 ,954
683 ,10              ,84             ,-646 ,61.2                ,508.9474541748992 ,-56.0   ,-221.25,555.25 ,740  ,-941 ,-140.4              ,736.8573207284509 ,-423.0  ,-719.25,567.75 ,919
684 ,10              ,85             ,-825 ,-17.5               ,506.85747503612885,-37.0   ,-356.25,289.5  ,727  ,-904 ,-128.8              ,555.1868154054092 ,-99.0   ,-566.25,18.0   ,937
685 ,10              ,86             ,-734 ,-320.2              ,388.9260998070342 ,-428.5  ,-541.0 ,-313.0 ,635  ,-831 ,-133.7              ,623.7513838773336 ,-163.0  ,-689.25,51.0   ,877
686 ,10              ,87             ,-856 ,-117.0              ,442.0806864513913 ,-86.5   ,-331.75,74.0   ,676  ,-994 ,-292.2              ,418.0703821660229 ,-305.5  ,-471.5 ,-26.75 ,362
687 ,10              ,88             ,-877 ,-226.1              ,528.4012469494917 ,-241.0  ,-605.25,108.75 ,809  ,-680 ,-163.2              ,504.96266088582126,-192.0  ,-629.25,42.75  ,684
688 ,10              ,89             ,-948 ,-289.5              ,407.07308926039315,-253.5  ,-554.5 ,23.25  ,257  ,-332 ,193.4               ,414.8494238207936 ,172.5   ,-147.75,554.25 ,808
689 ,10              ,90             ,-921 ,-31.5               ,510.29561149505406,50.5    ,-450.75,418.5  ,523  ,-460 ,14.6                ,396.6078948057164 ,-7.5    ,-329.25,344.0  ,569
690 ,10              ,91             ,-504 ,67.7                ,454.08957755540314,46.0    ,-299.25,411.75 ,847  ,-826 ,209.8               ,699.0760251137847 ,480.0   ,-414.0 ,755.75 ,980
691 ,10              ,92             ,-505 ,80.9                ,484.45489412786867,-48.5   ,-310.75,567.5  ,764  ,-457 ,155.5               ,498.8536302809116 ,91.0    ,-173.25,509.25 ,934
692 ,10              ,93             ,-968 ,42.6                ,672.9555375770049 ,41.0    ,-457.75,582.5  ,985  ,-428 ,263.3               ,453.727047169698  ,236.0   ,2.25   ,606.25 ,987
693 ,10              ,94             ,-733 ,61.8                ,636.4210346408527 ,-79.0   ,-446.25,669.5  ,915  ,-541 ,166.3               ,482.61395890849786,255.0   ,-140.25,439.25 ,959
694 ,10              ,95             ,-769 ,-43.3               ,564.9076719055759 ,-139.5  ,-421.25,387.0  ,791  ,-300 ,184.5               ,438.3900470281383 ,107.5   ,-218.0 ,510.25 ,902
695 ,10              ,96             ,-913 ,343.1               ,592.9715095273222 ,474.5   ,6.0    ,838.25 ,909  ,-538 ,103.2               ,485.1386514297857 ,-6.0    ,-219.0 ,478.25 ,856
696 ,10              ,97             ,-980 ,-200.9              ,675.4020119734453 ,-162.0  ,-752.25,-20.0  ,895  ,-934 ,-90.9               ,377.4789030160788 ,-61.5   ,-210.75,156.75 ,355
697 ,10              ,98             ,-833 ,-66.9               ,529.3029903142015 ,-59.5   ,-383.5 ,152.75 ,781  ,-547 ,25.9                ,391.55883622033383,47.0    ,-267.25,281.75 ,669
698 ,10              ,99             ,-957 ,-108.6              ,701.6913218154483 ,9.5     ,-778.0 ,374.75 ,875  ,-735 ,279.0               ,523.2118755023309 ,187.0   ,44.0   ,699.75 ,998
699 ,11              ,0              ,-724 ,132.63636363636363  ,552.9490523958374 ,50.0    ,-162.5 ,531.0  ,949  ,-893 ,-156.54545454545453 ,633.1466439358837 ,-226.0  ,-672.5 ,315.0  ,777
700 ,11              ,1              ,-945 ,20.181818181818183  ,605.7357209512772 ,0.0     ,-302.0 ,515.0  ,764  ,-972 ,228.63636363636363  ,555.9835020443094 ,287.0   ,-68.0  ,687.5  ,935
701 ,11              ,2              ,-687 ,-72.54545454545455  ,473.6898486639467 ,0.0     ,-425.5 ,184.5  ,883  ,-720 ,283.45454545454544  ,437.23228692226377,310.0   ,54.5   ,563.5  ,821
702 ,11              ,3              ,-826 ,-29.09090909090909  ,535.1787466903847 ,-23.0   ,-411.0 ,380.5  ,757  ,-831 ,-214.9090909090909  ,453.29801555829795,-355.0  ,-542.5 ,147.5  ,499
703 ,11              ,4              ,-892 ,-165.45454545454547 ,627.472607152912  ,-77.0   ,-808.5 ,357.5  ,815  ,-837 ,-428.90909090909093 ,407.3773323456902 ,-492.0  ,-799.5 ,-228.0 ,439
704 ,11              ,5              ,-955 ,-67.0               ,652.8489871325527 ,-107.0  ,-523.0 ,460.0  ,962  ,-500 ,97.0909090909091    ,420.95592513835805,43.0    ,-180.5 ,434.5  ,672
705 ,11              ,6              ,-293 ,292.45454545454544  ,393.1771518377851 ,240.0   ,-6.5   ,589.5  ,910  ,-990 ,-183.63636363636363 ,609.2728900463687 ,-120.0  ,-680.5 ,244.5  ,847
706 ,11              ,7              ,-733 ,-172.0909090909091  ,431.4891550306808 ,-229.0  ,-417.0 ,-2.0   ,836  ,-589 ,16.181818181818183  ,467.4023573286335 ,0.0     ,-379.0 ,317.5  ,689
707 ,11              ,8              ,-517 ,129.8181818181818   ,366.1469153719086 ,60.0    ,-49.5  ,444.5  ,614  ,-945 ,-109.0909090909091  ,626.0219572100414 ,-241.0  ,-443.0 ,305.5  ,905
708 ,11              ,9              ,-959 ,18.90909090909091   ,449.4286271579626 ,0.0     ,-114.0 ,303.0  ,679  ,-938 ,122.45454545454545  ,638.8745359828272 ,43.0    ,-279.0 ,642.5  ,916
709 ,11              ,10             ,-965 ,89.36363636363636   ,710.8572673508055 ,164.0   ,-374.0 ,716.0  ,949  ,-525 ,223.27272727272728  ,361.1429331744125 ,148.0   ,71.0   ,470.0  ,776
710 ,11              ,11             ,-906 ,-39.72727272727273  ,441.1380942310675 ,72.0    ,-253.5 ,267.0  ,476  ,-659 ,-59.90909090909091  ,525.8979852681421 ,-278.0  ,-426.5 ,250.5  ,869
711 ,11              ,12             ,-891 ,-364.8181818181818  ,651.5786703356423 ,-766.0  ,-819.0 ,-121.0 ,933  ,-929 ,-82.72727272727273  ,546.0783992997875 ,17.0    ,-483.5 ,232.5  ,656
712 ,11              ,13             ,-995 ,-241.36363636363637 ,548.8229719549416 ,-25.0   ,-757.0 ,121.0  ,521  ,-535 ,92.63636363636364   ,561.8224404075139 ,0.0     ,-460.5 ,505.5  ,974
713 ,11              ,14             ,-859 ,-337.45454545454544 ,483.4352828738018 ,-337.0  ,-693.5 ,-152.0 ,816  ,-944 ,43.63636363636363   ,515.0427696273917 ,0.0     ,-214.5 ,326.0  ,841
714 ,11              ,15             ,-892 ,-70.36363636363636  ,654.297069033214  ,0.0     ,-662.5 ,425.0  ,911  ,-986 ,63.0                ,599.3911911264629 ,131.0   ,-149.0 ,524.0  ,790
715 ,11              ,16             ,-535 ,189.63636363636363  ,410.86914528284376,151.0   ,10.5   ,409.0  ,803  ,-645 ,106.36363636363636  ,613.433170398744  ,103.0   ,-419.0 ,526.5  ,999
716 ,11              ,17             ,-968 ,10.090909090909092  ,620.4094542389654 ,0.0     ,-370.0 ,383.0  ,949  ,-959 ,-263.09090909090907 ,494.24193560349664,-311.0  ,-577.0 ,-45.5  ,791
717 ,11              ,18             ,-987 ,-254.54545454545453 ,585.6043653587914 ,-233.0  ,-700.0 ,-62.5  ,862  ,-681 ,-185.27272727272728 ,515.5247988039162 ,-431.0  ,-630.0 ,137.5  ,668
718 ,11              ,19             ,-633 ,286.3636363636364   ,544.3150324448651 ,302.0   ,22.5   ,781.5  ,994  ,-954 ,-224.0              ,588.4399714499347 ,-234.0  ,-610.0 ,-50.0  ,995
719 ,11              ,20             ,-854 ,68.9090909090909    ,612.8086903015418 ,0.0     ,-311.0 ,471.5  ,965  ,-760 ,33.45454545454545   ,529.9627088081506 ,0.0     ,-372.5 ,386.5  ,934
720 ,11              ,21             ,-578 ,25.181818181818183  ,493.6986567090938 ,-34.0   ,-429.0 ,465.0  ,751  ,-959 ,-1.0909090909090908 ,589.5437989743348 ,0.0     ,-393.0 ,485.0  ,795
721 ,11              ,22             ,-818 ,-80.9090909090909   ,605.8733290953571 ,-9.0    ,-581.5 ,196.5  ,927  ,-836 ,-6.909090909090909  ,467.8036884304044 ,80.0    ,-341.0 ,355.5  ,552
722 ,11              ,23             ,-958 ,-157.9090909090909  ,541.146644551263  ,-30.0   ,-544.5 ,283.5  ,541  ,-744 ,133.27272727272728  ,598.3716388514903 ,0.0     ,-228.5 ,636.5  ,895
723 ,11              ,24             ,-709 ,28.454545454545453  ,512.0444050346343 ,-96.0   ,-343.0 ,394.0  ,955  ,-889 ,-83.9090909090909   ,520.2069693007687 ,0.0     ,-416.5 ,179.5  ,738
724 ,11              ,25             ,-835 ,-76.9090909090909   ,550.2327606650579 ,-104.0  ,-532.5 ,360.0  ,841  ,-997 ,-52.54545454545455  ,597.3411694561767 ,0.0     ,-386.5 ,287.0  ,861
725 ,11              ,26             ,-407 ,256.45454545454544  ,502.1098213810129 ,84.0    ,-104.0 ,716.0  ,952  ,-857 ,63.72727272727273   ,570.8756591253634 ,20.0    ,-355.0 ,563.0  ,730
726 ,11              ,27             ,-974 ,-314.45454545454544 ,635.3989870367064 ,-488.0  ,-680.5 ,-213.5 ,938  ,-691 ,207.0               ,555.4668306928867 ,338.0   ,-182.5 ,618.5  ,977
727 ,11              ,28             ,-978 ,31.545454545454547  ,491.4581088223824 ,83.0    ,-137.0 ,191.0  ,923  ,-681 ,206.72727272727272  ,493.25005644380644,165.0   ,-123.5 ,549.5  ,978
728 ,11              ,29             ,-875 ,-41.0               ,578.1114079483297 ,0.0     ,-451.5 ,462.5  ,771  ,-925 ,122.36363636363636  ,623.8586815501203 ,0.0     ,-268.0 ,735.5  ,897
729 ,11              ,30             ,-992 ,-135.54545454545453 ,500.9779164067741 ,0.0     ,-372.0 ,47.5   ,601  ,-736 ,25.636363636363637  ,546.2778180975816 ,0.0     ,-371.0 ,436.0  ,812
730 ,11              ,31             ,-797 ,-90.0909090909091   ,524.8562573782377 ,-113.0  ,-447.5 ,276.5  ,924  ,-484 ,215.9090909090909   ,467.6127574276507 ,238.0   ,-84.5  ,474.5  ,913
731 ,11              ,32             ,-778 ,-24.09090909090909  ,534.6859741091877 ,-7.0    ,-495.0 ,373.0  ,883  ,-384 ,-37.90909090909091  ,298.77431433958793,-90.0   ,-281.0 ,113.0  ,472
732 ,11              ,33             ,-952 ,-365.27272727272725 ,482.7819571833833 ,-589.0  ,-685.0 ,-89.5  ,585  ,-996 ,6.7272727272727275  ,645.4708499861308 ,0.0     ,-428.0 ,441.0  ,962
733 ,11              ,34             ,-919 ,-67.36363636363636  ,663.3961520429965 ,0.0     ,-703.5 ,375.0  ,990  ,-934 ,-155.0              ,400.57683407805797,-132.0  ,-311.0 ,-46.0  ,701
734 ,11              ,35             ,-956 ,-146.63636363636363 ,625.2000116326411 ,-157.0  ,-696.0 ,357.0  ,991  ,-849 ,30.0                ,508.3591250287537 ,0.0     ,-202.0 ,276.0  ,896
735 ,11              ,36             ,-982 ,-180.72727272727272 ,668.0417787697249 ,-266.0  ,-814.5 ,218.5  ,886  ,-957 ,-42.27272727272727  ,685.407483313261  ,0.0     ,-693.5 ,484.5  ,987
736 ,11              ,37             ,-471 ,152.36363636363637  ,430.1300437605522 ,31.0    ,-120.0 ,502.5  ,877  ,-664 ,158.8181818181818   ,425.7844098089591 ,221.0   ,-59.5  ,362.5  ,879
737 ,11              ,38             ,-976 ,-179.54545454545453 ,589.8734378892414 ,-187.0  ,-686.5 ,241.0  ,828  ,-945 ,68.63636363636364   ,694.28758778006   ,365.0   ,-468.0 ,598.5  ,869
738 ,11              ,39             ,-386 ,124.0909090909091   ,388.34789932364885,0.0     ,-124.5 ,426.0  ,814  ,-921 ,-36.90909090909091  ,592.0956771579158 ,0.0     ,-374.0 ,542.5  ,714
739 ,11              ,40             ,-898 ,-17.545454545454547 ,581.1826500569961 ,-96.0   ,-343.0 ,272.5  ,997  ,-849 ,212.63636363636363  ,455.38297568689865,312.0   ,51.5   ,457.5  ,807
740 ,11              ,41             ,-882 ,-157.36363636363637 ,479.95838834783854,-156.0  ,-427.0 ,73.5   ,666  ,-903 ,64.9090909090909    ,657.4813236199876 ,0.0     ,-389.0 ,721.0  ,880
741 ,11              ,42             ,-965 ,-96.27272727272727  ,603.6341757901206 ,-76.0   ,-470.5 ,245.0  ,909  ,-955 ,45.90909090909091   ,642.0271730301537 ,0.0     ,-396.0 ,559.5  ,970
742 ,11              ,43             ,-975 ,-227.72727272727272 ,671.2580861202479 ,-446.0  ,-715.0 ,190.0  ,956  ,-851 ,-143.45454545454547 ,556.4516804964045 ,-67.0   ,-708.0 ,292.0  ,705
743 ,11              ,44             ,-929 ,-187.9090909090909  ,522.5586004546198 ,-182.0  ,-556.5 ,72.5   ,915  ,-930 ,202.1818181818182   ,578.7197626108544 ,210.0   ,-67.5  ,708.5  ,920
744 ,11              ,45             ,-941 ,-119.0              ,443.0532699348917 ,-96.0   ,-340.0 ,63.0   ,787  ,-874 ,-143.0              ,601.4916458272717 ,-198.0  ,-621.5 ,337.0  ,804
745 ,11              ,46             ,-877 ,-68.81818181818181  ,589.8452031138031 ,-17.0   ,-507.5 ,274.5  ,972  ,-994 ,16.454545454545453  ,651.809383736743  ,0.0     ,-541.0 ,624.5  ,821
746 ,11              ,47             ,-575 ,83.27272727272727   ,507.9139869917132 ,1.0     ,-375.5 ,572.0  ,832  ,-495 ,37.36363636363637   ,409.0213375185389 ,-7.0    ,-243.0 ,242.0  ,714
747 ,11              ,48             ,-623 ,150.72727272727272  ,624.1187532688135 ,0.0     ,-409.0 ,781.5  ,985  ,-790 ,341.1818181818182   ,496.0511703810038 ,463.0   ,95.5   ,688.5  ,987
748 ,11              ,49             ,-819 ,200.63636363636363  ,502.8270622644077 ,167.0   ,-94.5  ,560.0  ,894  ,-885 ,-101.9090909090909  ,672.5165357885937 ,-244.0  ,-669.5 ,376.0  ,995
749 ,11              ,50             ,-938 ,84.9090909090909    ,602.7077989449705 ,233.0   ,-204.5 ,464.0  ,928  ,-884 ,67.0909090909091    ,556.6982045139816 ,0.0     ,-286.0 ,382.0  ,922
750 ,11              ,51             ,-613 ,-58.45454545454545  ,494.1290041348238 ,-104.0  ,-440.0 ,128.5  ,982  ,-759 ,-198.54545454545453 ,402.41132281196155,-136.0  ,-551.5 ,98.0   ,338
751 ,11              ,52             ,-960 ,-120.18181818181819 ,514.5453951172468 ,-30.0   ,-447.0 ,144.0  ,589  ,-859 ,-123.63636363636364 ,529.5968792822089 ,-76.0   ,-487.5 ,260.0  ,707
752 ,11              ,53             ,-973 ,60.0                ,644.61569946752   ,84.0    ,-396.0 ,503.0  ,962  ,-996 ,-46.72727272727273  ,711.1435988475312 ,0.0     ,-646.0 ,596.0  ,946
753 ,11              ,54             ,-832 ,31.545454545454547  ,591.9235362166914 ,-89.0   ,-282.5 ,408.5  ,925  ,-849 ,6.2727272727272725  ,529.6814308448222 ,0.0     ,-312.0 ,327.5  ,955
754 ,11              ,55             ,-971 ,-96.63636363636364  ,647.859594777645  ,0.0     ,-671.5 ,344.5  ,932  ,-593 ,332.6363636363636   ,554.2721845316203 ,307.0   ,-43.0  ,827.0  ,960
755 ,11              ,56             ,-635 ,323.45454545454544  ,468.6323428096622 ,265.0   ,77.0   ,714.5  ,912  ,-840 ,189.0909090909091   ,573.6327142946878 ,263.0   ,-202.5 ,675.5  ,937
756 ,11              ,57             ,-854 ,121.0909090909091   ,653.6478340123915 ,106.0   ,-345.5 ,598.5  ,956  ,-810 ,-14.272727272727273 ,558.6394348610006 ,0.0     ,-496.0 ,447.5  ,764
757 ,11              ,58             ,-636 ,187.54545454545453  ,572.2384753992628 ,425.0   ,-346.0 ,616.5  ,929  ,-919 ,23.09090909090909   ,426.20709861414895,0.0     ,-112.5 ,202.5  ,665
758 ,11              ,59             ,-847 ,-89.27272727272727  ,428.78598179257   ,-91.0   ,-336.0 ,174.5  ,610  ,-730 ,-52.0               ,605.3085163782185 ,-295.0  ,-491.5 ,261.0  ,1000
759 ,11              ,60             ,-393 ,382.6363636363636   ,419.56841461846784,333.0   ,123.0  ,705.5  ,995  ,-1000,194.8181818181818   ,683.3765899095195 ,208.0   ,-331.5 ,792.5  ,987
760 ,11              ,61             ,-870 ,-69.0909090909091   ,538.1136412590661 ,-220.0  ,-409.5 ,182.5  ,854  ,-979 ,-441.6363636363636  ,405.7100621693459 ,-466.0  ,-734.5 ,-64.5  ,170
